record_id,unit_key,dataset_id,reporting_year,operating_time,gross_load,steam_load,heat_input,co2_mass,so2_mass,nox_mass,so2_control,nox_control,pm_control,program_code
421,86,1,2025,NULL,33511.7,NULL,374814,22278.1,0.112,16.878,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
422,86,1,2026,NULL,30461.9,NULL,332153,19741.8,0.1,14.532,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
423,87,1,2022,NULL,34315.8,NULL,385172,22893.2,0.116,18.863,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG3, CSSO2G1"
424,87,1,2023,NULL,24787.8,NULL,273167,16236.2,0.082,12.305,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
425,87,1,2024,NULL,27536.7,NULL,305762,18170.2,0.092,14.33,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
426,87,1,2025,NULL,35226.6,NULL,391715,23279.6,0.118,18.55,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
427,87,1,2026,NULL,31453.3,NULL,342649,20363.8,0.103,15.111,NULL,"Water Injection",NULL,"ARP, CSNOX, CSOSG2E, CSSO2G1"
428,88,1,2022,NULL,NULL,570142,658612,NULL,NULL,14.428,NULL,"Selective Catalytic Reduction",NULL,SIPNOX
429,88,1,2023,NULL,NULL,418966,522467,NULL,NULL,11.81,NULL,"Selective Catalytic Reduction",NULL,SIPNOX
430,88,1,2024,NULL,NULL,689138,810227,NULL,NULL,15.048,NULL,"Selective Catalytic Reduction",NULL,SIPNOX
431,88,1,2025,NULL,NULL,662283,760905,NULL,NULL,13.684,NULL,"Selective Catalytic Reduction",NULL,SIPNOX
432,88,1,2026,NULL,NULL,239945,280711,NULL,NULL,5.575,NULL,"Selective Catalytic Reduction",NULL,SIPNOX
433,89,1,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SIPNOX
434,89,1,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SIPNOX
435,89,1,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SIPNOX
436,89,1,2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SIPNOX
437,90,1,2022,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SIPNOX
438,90,1,2023,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SIPNOX
439,90,1,2024,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SIPNOX
440,90,1,2025,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,SIPNOX
